#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_rescue_prisoner_title;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_rescue_prisoner_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_rescue_war_nobackers;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_rescue_war_nobackers_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_rescue_war_withallies;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
plot_rescue_war_withallies_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC6000001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
CB_NAME_RESCUEPRISONER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
WAR_NAME_RESCUEPRISONER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPrescue_prisoner.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPrescue_prisoner.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPrescue_prisoner.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCrescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDrescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1199;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1199B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1199C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.1199;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1399;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1399B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1399C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.1399;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.1399;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCrescue_prisoner.1399;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDrescue_prisoner.1399;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1499;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1499B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1499C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.1499;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBrescue_prisoner.1499;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCrescue_prisoner.1499;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.18;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_prison_break;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
opinion_attempted_prison_break;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTArescue_prisoner.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.5B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.5C;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.5D;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTErescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTFrescue_prisoner.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;
EVTTOOLTIPrescue_prisoner.10B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.10B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.11B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1199D;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.13B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1399D;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.14B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.1499D;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.18B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.20B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCrescue_prisoner.21B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rescued_my_sorry_ass;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
