#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_SEVEN_KINGDOMS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_SEVEN_KINGDOMS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_AEGONS_LANDING;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_AEGONS_LANDING_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_AEGONS_LANDING_ERA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_AEGONS_LANDING_ERA_INFO;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77000;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77000;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_1544;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_1544;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_11566;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_11566;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_20059;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_20059;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_22001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_22001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_8888175;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_8888175;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_FAITH_MILITANT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_FAITH_MILITANT_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_THE_ROGUE_PRINCE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_THE_ROGUE_PRINCE_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_DANCE_OF_THE_DRAGONS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_DANCE_OF_THE_DRAGONS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_DANCE_OF_THE_DRAGONS_ERA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_DANCE_OF_THE_DRAGONS_ERA_INFO;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77013;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77013;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77012;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77012;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_5052178;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_5052178;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_14317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_14317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_12285;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_12285;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_20107;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_20107;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_CONQUEST_OF_DORNE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#BM_CONQUEST_OF_DORNE_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_CONQUEST_OF_DORNE_DESC;When Prince Daeron the Young Dragon ascended the Iron Throne in 157 AL, he declared war on the independent Kingdom of Dorne to complete the legacy of his ancestor Aegon the Conqueror and unite all Seven Kingdoms under Targaryen rule. Even without the might of a Dragon the Targaryen boy believes he can easily succeed where his ancestors did not. Will he be able to unite the Seven Kingdoms or will the harsh deserts of Dorne once again prove to be too great of a foe?;Lorsque Daeron le Jeune Dragon monta sur le trône en l’an 157, il déclara de suite la guerre au Royaume indépendant de Dorne pour parachever l’héritage de son ancêtre Aegon le Conquérant et unifier les Sept Couronnes sous le règne Targaryen. Même sans la puissance des dragons, le jeune Targaryen croit pouvoir réussir là où ses ancêtres ont échoué. Pourra-t-il unir les Sept Couronnes ou le désert dornien se montrera-t-il encore une fois un adversaire coriace et implacable ?;;;Cuando Daeron el joven Dragón, se sentó en el Trono de Hierro en el año 157, declaró la guerra al Reino independiente de Dorne para completar el legado de Aegon el Conquistador y unificar los Siete Reinos bajo el reinado Targaryen. Incluso sin el poder de los dragones, el joven Targaryen cree que tendrá éxito donde sus ancestros fracasaron. Podrá unificar los Siete Reinos o el desierto dorniense se mostrará una vez más como un adversario duro e implacable?;;;;;;;;x;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_BLACKFYRE_REBELLION;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_BLACKFYRE_REBELLION_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_BLACKFYRE_REBELLION_ERA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_BLACKFYRE_REBELLION_ERA_INFO;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77023;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77023;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77024;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77024;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77029;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77029;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_11001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_11001;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_99190;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_99190;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_88067;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_88067;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_AFTER_SPRING;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_AFTER_SPRING_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_NINEPENNY_KINGS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_NINEPENNY_KINGS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_ROBERTS_REBELLION;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_ROBERTS_REBELLION_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_ROBERTS_REBELLION_ERA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_ROBERTS_REBELLION_ERA_INFO;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77037;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77037;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77039;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77039;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_59;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_59;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_94002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_94002;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_190;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_190;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_THE_CROWNED_STAG_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_THE_CROWNED_STAG;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_GREYJOY_REBELLION;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_GREYJOY_REBELLION_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_Clash_OF_KINGS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_CLASH_OF_KINGS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_Clash_OF_KINGS_ERA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_Clash_OF_KINGS_ERA_INFO;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_77041;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_77041;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_2059;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_2059;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_9316;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_9316;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_4317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#ERA_CHAR_INFO_4317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_4317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#ERA_CHAR_NAME_5317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#ERA_CHAR_INFO_5317;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_1107;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_1107;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_NAME_1253;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ERA_CHAR_INFO_1253;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_BLACKWATER_BAY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_BLACKWATER_BAY_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_FEAST_FOR_CROWS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#BM_FEAST_FOR_CROWS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BM_FEAST_FOR_CROWS_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
