#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ca_asoiaf_slavepit_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ca_asoiaf_slavepit_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ca_asoiaf_slavepit_3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ca_asoiaf_slavepit_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ca_asoiaf_slavepit_5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ct_asoiaf_slavepit_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ct_asoiaf_slavepit_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ct_asoiaf_slavepit_3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ct_asoiaf_slavepit_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ct_asoiaf_slavepit_5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tp_asoiaf_slavepit_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tp_asoiaf_slavepit_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tp_asoiaf_slavepit_3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tp_asoiaf_slavepit_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
tp_asoiaf_slavepit_5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fp_asoiaf_slavepit_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fp_asoiaf_slavepit_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fp_asoiaf_slavepit_3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fp_asoiaf_slavepit_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
fp_asoiaf_slavepit_5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
no_asoiaf_slavepit_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
no_asoiaf_slavepit_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
no_asoiaf_slavepit_3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
no_asoiaf_slavepit_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
