#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_egg;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_egg_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_rider;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_rider_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_culture;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_culture_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wild_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wild_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
child_dragon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
child_dragon_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_slayer;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_slayer_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wanna_buy_egg;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
buy_the_egg;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
no_thanks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370000;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370050;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTdragon.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTdragon.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTdragon.5DANY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.799;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.799;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.799;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.17B;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.17;Dragons? What about Snarks and Whitewalkers? Get out!;Des dragons ? Pourquoi pas des marcheurs blancs pendant qu'on y est ? !;;;Dragones? Y que hay de los Snarks y los Caminantes Blancos? Fuera de aquí!;;;;;;;x;;x
EVTOPTBdragon.17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.36;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.36;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_dragonpit_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_dragonpit_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_dragonstone_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_dragonstone_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_citadel_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_citadel_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_fof_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_fof_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_harrenhal_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_harrenhal_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_summerhall_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_summerhall_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_eggs_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_intel_eggs_opt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.31;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTNAMEdragon.31;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
BURN_THEM_ALL;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
not_now_dracarys;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
siege_of_fire;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
getting_burned;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
your_host_just_got_burned_by_dragons;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
stand_and_fight;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned1_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned2_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burned3_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burning;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
burning_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_lair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dragon_lair_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
face_dragon_dec;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
face_dragon_dec_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.38;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.42;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.42;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.42;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCdragon.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDdragon.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBdragon.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCdragon.26;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.28;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.28;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.30;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.30;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.34;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIPdragon.31;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCAdragon.37;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCBdragon.37;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.37;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.35;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAdragon.35;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC3370037;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA3370037;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCdragon.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
