#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
WARNING: SPOILERS ARE IN THIS FILE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC999900230;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA999900230;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC999900231;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA999900231;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC999900233;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA999900233;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC999900234;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEstorm_of_swords.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCstorm_of_swords.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAstorm_of_swords.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBstorm_of_swords.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCstorm_of_swords.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBaegons_landing.110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCaegons_landing.110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.110;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTGaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPEVTOPTAaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPaegons_landing.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTEaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTFaegons_landing.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.410;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTEaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTHaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTFaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTGaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTIaegons_landing.111;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPaegons_landing.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEaegons_landing.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBaegons_landing.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEaegons_landing.61;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.61;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
establish_kingsguard;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
establish_kingsguard_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPESTABLISHKG;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBaegons_landing.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPaegons_landing.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTITLEaegons_landing.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCaegons_landing.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAaegons_landing.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
