#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
emperor_job_castellan_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
emperor_job_chancellor_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_castellan_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_marshal_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_chancellor_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_treasurer_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#job_physician_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_physician_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_castellan_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_marshal_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_chancellor_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_treasurer_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#LP_job_physician_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_physician_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_castellan_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_marshal_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_chancellor_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_treasurer_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#city_job_physician_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_physician_free_folk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
emperor_job_castellan_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
emperor_job_chancellor_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_castellan_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_marshal_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_chancellor_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_treasurer_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#job_physician_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
job_physician_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_castellan_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_marshal_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_chancellor_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_treasurer_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#LP_job_physician_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
LP_job_physician_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_castellan_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_marshal_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_chancellor_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_treasurer_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#city_job_physician_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
city_job_physician_thenn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_invasion_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
create_k_beyond_wall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
create_k_beyond_wall_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
employ_greenseer;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
employ_greenseer_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_1_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_2_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_3_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_4_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_5_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_6_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_7_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_8_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_9_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_10_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_11_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_horde_12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
