#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCcadet.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.1;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCcadet.10;The bond your cadet house has with its creator is thicker than water.;Le lien qu'a votre famille cadette avec la branche principale est indéfectible.;;;El vínculo que su rama cadete tiene con la casa principal es inquebrantable.;;;;;x;;;;
EVTOPTAcadet.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
cadet_bastard;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
cadet_bastard_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTDcadet.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
legitimise_not_bastard_cadet;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
legitimise_not_bastard_cadet;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVT_DESC_cadet_15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVT_OPTA_cadet_15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPlegitimise_cadet;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPlegitimise_cadetB;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
legitimise_cadet;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
legitimise_cadet_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
legitimise_cadet_named;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
TOOLTIPlegitimise_cadetA;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVT_DESC_cadet_17;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.20;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.21;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.22;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.23;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.24;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAcadet.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTBcadet.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTCcadet.25;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
