#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.2;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.3;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.4;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.5;When Harrenhal burned, the Ironborn chose Vickon Greyjoy to rule over them. We carry the blood of the Grey King himself. We won't sit idly by and watch our birthright slip away, not while we have the strength to take it back.;Lorsque Harrenhal fut brûlé, les Fer-Nés choisirent Vickon Greyjoy pour les gouverner. Le sang du Roi Gris coule dans nos veines. Nous ne resterons pas passifs tandis que nos droits naturels sont bafoués, nous lutterons jusqu'au bout pour que ce qui nous appartient nous revienne à nouveau.;;;Cuando Harrenhal ardió, los hijos del hierro eligierón a Vickon Greyjoy para gobernar sobre ellos. Llevamos la sangre del propio Rey Gris. No vamos a quedarnos de brazos cruzados y ver como nuestro derecho se esfuma, no mientras tengamos fuerza para recuperarlo.;;;;;;;;x;
EVTOPTAtraditional_claims.5;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.6;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.7;Ser Artys Arryn was the first knight to cross the Narrow Sea. He flew to the Eyrie on a falcon, slew the Mountain King, and gave the Vale of Arryn its name. His legacy is ours by right.;Ser Artys Arryn fut le premier chevalier à traverser le Détroit. Il a atteint les Eyrié sur un faucon, a tué le Roi de la Montagne et a donné son nom au Val d'Arryn. De droit, son héritage est le nôtre.;;;Ser Artys Arryn fue el primer caballero en cruzar el Mar Angosto. Voló hasta el Nido de Águilas en un halcón, mató al rey de la montaña, y le dio al Valle de Arryn su nombre. Su legado es nuestro por derecho.;;;;;;;;x;
EVTOPTAtraditional_claims.7;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.8;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.9;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.10;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.11;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.12;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.13;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.14;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.15;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESCtraditional_claims.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTAtraditional_claims.16;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
