#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
e_ghiscar;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
e_ghiscar_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_yunkai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_yunkai_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_yunkai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_yunkai_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_yunkai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yunkai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_greatpyramidyunkai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_plazaofambition;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yunkaiharbor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wallsyunkai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yunkai_temple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_golden_pyramid;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_yaros;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yaros;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yaroscastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yarostemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_maelk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_maelk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_maelkcastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_maelktemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_yunkishhills;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_yunkishhills;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yunkishhills;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yunkishhillscastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_yunkishhillstemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_coppermountains;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_coppermountains;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_coppermountainscastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_coppermountainstemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_astapor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_astapor_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_astapor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_astapor_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_astapor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_astapor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_greatpyramidastapor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_plazaofpride;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_plazaofpunishment;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_worm_pyramid;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_astapor_temple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_blood_pyramid;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_wormriver;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wormriver;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wormrivercastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wormrivertemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_astaporihills;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_astaporihills;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_astaporihillscastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_astaporihillstemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_worm_river;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_hornshezzat;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_hornshezzat;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_hornshezzatcastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_hornshezzattemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_slaversroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_slaversroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_slaversroadcastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_slaversroadtemple;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_meereen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_meereen_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_meereen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_meereen_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_meereen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_meereen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_greatpyramidmeereen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_plazaofmanycolors;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
