#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
e_riverlands;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
e_riverlands_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_riverlands;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_riverlands_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_thecrossing;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_mistlewood;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_charlscastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_charlton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_capeofeagles;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_eagleseyrie;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_thetwins;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_thetwins;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_mistlewatch;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_greysept;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_freylands;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_sevenstreams;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_hagsmire;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_stillfen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_stillfen;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_rushmoor;Rushmoor;Landejonc;Rushmoor;;Pantano de la Bruja;OJO;;;;;;;;x
b_rushmoor;Rushmoor;Landejonc;Rushmoor;;Torre del Pantano;OJO;;;;;;;;x
d_oldstones;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_seagard;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_seagardcastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_seagard;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_erenford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_erenfordhall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_oldstones;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_pitford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_oldstones;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_martletbay;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_martletnest;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_braithwell;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_gravesham;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_gravesham;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_trident;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_wycombe;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wycombe;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_bluefork;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_sevenbridges;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_ramsford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_redfork;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_stonemill;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_greenfork;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_deddington;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wendishtown;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_sherrer;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_chiltern;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_chilterncastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_fairmill;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_harrenhal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_goodbrook;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_goodbrook;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_harrenhal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_harrenhal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_harrentown;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_upstream;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_willowwood;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_willowwood;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_willowhill;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_atranta;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_atranta;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_shoreham;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_whitewalls;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_esgaroth;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_tumblersfalls;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_riverrun;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_kanet;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_underhillcastle;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_turnbridge;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_turnbridge;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_riverrun;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_riverrun;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_riverrunsept;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_branstone;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_branstoneholdfast;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_branstone;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
