#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
e_reach;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
e_reach_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_reach;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
k_reach_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_ocean_road;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_old_oak;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_catswold;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_red_lake;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_redwater;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_redding;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_northmarch;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_coldmoat;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_dosk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_standfast;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_derring_downs;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_goldengrove;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_goldengrove;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_smithyton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_ivy_hall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_the_ring;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_wythers;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_alden_keep;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_the_ring;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_tumbleton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_tumbleton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_harpshire;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_hammerhal;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_roseroad;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_bitterbridge;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_leygood_keep;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_longtable;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_roseford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_mandervale;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_cider_hall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_inchfield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_holyhall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_blueburn;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_appleton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_grassy_vale;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_hastwyck;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_the_shield_isles;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_greenshield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_greyshield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_oakenshield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_southshield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_highgarden;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_highgarden;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_westbrook;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_smallwood;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_manderford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_bardshome;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_cockleswhent;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_new_barrel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_ashford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_yelshire;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_starpike;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_brightwater;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_norcross;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_dunnsbridge;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_brightwater;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_west_marches;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_darkdell;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_middlebury;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_horn_hill;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_fawn_crag;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_sommerset;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_hunt_hills;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_oldtown;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_bandallon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_honeyholt;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_blackcrown;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_oldtown;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_uplands;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_threetowers;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_sunhouse;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_torrentpeak;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_the_citadel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_the_citadel_adj;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
d_the_arbor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
c_the_arbor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_old_oak;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_goldenleaf;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_flordon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_hemblington;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_nordelph;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_the_brandyhouse;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_brandybottom;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_chicklade;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_redwater_keep;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_red_lake;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_harvestpool;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_idbury;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_northfield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_redding;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_lockeridge;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_old_catton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_goldengrove;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_sparkleford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_balmer_mill;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_mapplepress;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_mundford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_smithyton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_coppercross;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_lupinstone;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_stairfoot;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_ivy_hall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_mallow_end;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_gatcombe;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_stoford;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_coldmoat;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_webberton;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_horseshoe_hill;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_barndale;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_dosk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_bulls_keep;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_little_dosk;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_dunecross;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_standfast;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_leafy_lake;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_wats_wood;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_lonely_cave;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_nunny;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_hells_mouth;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_cantsfield;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_bushy_hall;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_knutston;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_nateby;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_alden_keep;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_greenlanes;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_dunsdown;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
b_the_ring;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
