#CODE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#events;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC65030;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC65032;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC65033;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA65033;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB65036;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTC65049;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTTOOLTIP65054;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTB65053;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC65054;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC65055;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTA65055;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC65056;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTOPTD65056;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
EVTDESC73010;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#events;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#modifiers, traits;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
true_knight;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
true_knight_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
crusader_rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
crusader_rhllor_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
#religion names;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
westerosi_religion;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
westerosi_religion_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_seven;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_seven_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_seven_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_FATHER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MOTHER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_WARRIOR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MAIDEN;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_SMITH;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_CRONE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_STRANGER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_SEVEN;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
old_gods;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
old_gods_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_GODS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_OLD_GODS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_religion;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
wildling_religion_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
beyond_wall_old_gods;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
beyond_wall_old_gods_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
mountain_old_gods;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
mountain_old_gods_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
mountain_old_gods_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
thenn_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
thenn_rel_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_MAGNAR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
drowned_god_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
drowned_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
drowned_god_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
drowned_god_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_DROWNED_GOD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
storm_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
storm_god_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_STORM_GOD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
essos_religion;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
essos_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
valyrian_rel_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
valyrian_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
valyrian_rel_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
valyrian_rel_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_BALERION;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MERAXES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_VHAGAR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_URRAX;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_SYRAX;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rhllor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rhllor_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rhllor_FEATURES;§Y*§! Can become 'favoured' or 'chosen' by R'hllor, and so gain access to mysterious protection and healing abilities;§Y*§! Peut devenir 'favorisé' ou 'choisi' par R'hllor, et gagne ainsi accès à de mystérieuses protections et capacités de soin;the_seven_DESC;the_seven_DESC;§Y*§! Pueden convertirse en 'favorecido' o 'elegido' por R'hllor, logrando acceso a misteriosas protecciones y capacidades de curación;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC
GOD_RHLLOR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_GOD_OF_LIGHT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_HOLY_FIRE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
THE_FIRE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
black_goat;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
black_goat_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
black_goat_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_BLACK_GOAT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
trios;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
trios_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_TRIOS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_DRUNKEN_GOD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_lorath;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_lorath_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_LORATH;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
moonsingers;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
moonsingers_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
moonsingers_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MANY_FACED_GOD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bearded_priests;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bearded_priests_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_AXE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bearded_priest;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bearded_priest_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ibben_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_ibben;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_ibben_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_IBBEN;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
asshai_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
shadowbinders;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
shadowbinders_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
shadowbinder;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
shadowbinder_desc;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_SHADOW;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
ghiscar_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
harpy;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
harpy_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_HARPY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
sarnor_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_sarnor;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_sarnor_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_SARNOR;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
sarnor_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bone_mountains_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_bone_mountains;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_bone_mountains_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_bone_mountains_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_BONE_MOUNTAINS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
qarth_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
qarth_warlocks;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
qarth_warlocks_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_UNDYING;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
yi_ti_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
yiti_gods;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
yiti_gods_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MAIDEN_LIGHT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
lion_night;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
lion_night_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_LION_NIGHT;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bakkalon;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
bakkalon_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
corsair_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
corsair;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
corsair_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
corsair_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
pirate_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
pirate;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
pirate_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
pirate_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_BAKKALON;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_PALE_CHILD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
THE_SOLDIER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
many_faced_god;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
many_faced_god_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MANY_FACED_GOD;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rhoynar_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rhoynar_pagan_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
rhoynar_pagan_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_MOTHER_RHOYNE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_OLD_MAN_RIVER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_CRAB_KING;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nath_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nath_pagan_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nath_pagan_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nath_pagan_ahimsa_tooltip;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_LORD_HARMONY;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
jogos_rel_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
jogos_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
jogos_pagan_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
jogos_pagan_FEATURES;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_JOGOS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dothraki_rel_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dothraki_pagan;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
dothraki_pagan_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_GREAT_STALLION;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_other_group;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_other;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
the_other_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_THE_OTHER;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_LORD_DARKNESS;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_ICE;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
moraq_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
stone_cow;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
stone_cow_DESC;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
GOD_STONE_COW;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
nghai_rel;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
gods_nghai;Hodor;Hodor;Hodor;Hodor;Hodor;;;;;;;;;x
